name,tag_type,source
Millers Road Underpass,highway:secondary,osm
Zonasha Vista,landuse:residential,osm
Sobha Classic,landuse:residential,osm
Vaishnavi Nakshatra,landuse:residential,osm
Talacauvery Road,highway:residential,osm
10th Cross F/G Block Rd,highway:residential,osm
Chandra Mouleshwara Swamy Temple Road,highway:residential,osm
Old Kasai Road,highway:residential,osm
Rajanna Lane,highway:residential,osm
Neeladri Sadan Apartments,landuse:residential,osm
Old Quarters Road,highway:service,osm
King's Way Apartment,landuse:residential,osm
Makkala Basavanna Temple Street,highway:residential,osm
"6th Cross road, Wellington Paradise Layout",highway:residential,osm
"3rd Cross, Wellington Paradise Layout",highway:residential,osm
"2nd Main, Wellington Paradise Layout",highway:residential,osm
"4th Cross, Wellington Paradise Layout",highway:residential,osm
"2nd Cross, Wellington Paradise Layout",highway:residential,osm
"1st Cross, Wellington Paradise Layout",highway:residential,osm
Manar Elegance,landuse:residential,osm
Creative Residency,landuse:residential,osm
Isha Lake Front,landuse:residential,osm
SMR Vinay Estella,landuse:residential,osm
Zonasha Paradiso,landuse:residential,osm
Y @ Whitefield,landuse:residential,osm
Vijetha Lapis Lazuli,landuse:residential,osm
SVS Palms,landuse:residential,osm
The Greens Apartment,landuse:residential,osm
Bren Unity,landuse:residential,osm
HAL Housing Complex,landuse:residential,osm
KPTCL Quarters,landuse:residential,osm
Embassy TechVillage Road,highway:service,osm
9th Cross Road,highway:living_street,osm
CIMAP,highway:service,osm
Meanee Avenue Road Tank Road,highway:residential,osm
White Meadows,landuse:residential,osm
Narayan Nethralaya,landuse:residential,osm
Meanee Avenue Road,highway:residential,osm
Kensington Road,highway:secondary,osm
Pie R Cube,highway:pedestrian,osm
Kaikondrahalli lake trail,highway:footway,osm
Rangaswamy Road,highway:residential,osm
Old Santhe Road,highway:tertiary,osm
"21st C Cross, Narayananagara, 1st Stage",highway:residential,osm
Bandepalya Road,highway:tertiary,osm
DSR Ultima,landuse:residential,osm
6th Main,highway:residential,osm
1st Main 4th Cross Rd,highway:residential,osm
Bank Colony Main Road,highway:residential,osm
4th Cross Rd,highway:residential,osm
1st Cro,highway:residential,osm
2 B Cross Road,highway:residential,osm
4 B Main Road,highway:residential,osm
Zebra Crossing,highway:footway,osm
G 10th Street,highway:residential,osm
Golk Link Apartments,landuse:residential,osm
Official Residence of Chief Minister of Karnataka,landuse:residential,osm
Embassy Palace,landuse:residential,osm
Chief Minister's Guesthouse,landuse:residential,osm
Brigade Millennium,landuse:residential,osm
Elita Promenade Phase 1,landuse:residential,osm
Vaishnavi Terraces,landuse:residential,osm
NES Office,highway:bus_stop,osm
Hoodi-Kodigehalli Road,highway:tertiary,osm
Bethel Lane 3rd Cross,highway:residential,osm
Bethel Lane 1st Cross,highway:residential,osm
1st Main Road Versova Layout,highway:residential,osm
1st Cross Versova Layout,highway:residential,osm
East End B Main Road,highway:residential,osm
Jalabhavan Road,highway:residential,osm
13th B Main Road,highway:residential,osm
Purva Iris Apartments,landuse:residential,osm
Besthara Beedi,highway:residential,osm
YNK Railway Station Road,highway:residential,osm
SJR Primecorp The Pavilion,landuse:residential,osm
RMZ Eco World Road,highway:service,osm
Pritech Road,highway:service,osm
Yemalur Terytary Road,highway:residential,osm
Kempapura Road,highway:residential,osm
Perl Paradise Community,highway:service,osm
13th Cross Road,highway:service,osm
Swagger Road,highway:residential,osm
Kempapura Bangalore,highway:residential,osm
Royal Enclave Road,highway:residential,osm
Bren Paddington,landuse:residential,osm
Amrutha Value,landuse:residential,osm
Shriram Chirping Woods,landuse:residential,osm
Shubh Enclave,landuse:residential,osm
Astro Redwood Regency,landuse:residential,osm
Bren (SJR) Celestia,landuse:residential,osm
Srinivasa Classic,landuse:residential,osm
Saul Kere Path,highway:path,osm
Karnataka State Reserve Police,landuse:residential,osm
KSDB Quarters,landuse:residential,osm
Saroj Dynasty,landuse:residential,osm
Suncity Apartments,landuse:residential,osm
Zephyr,landuse:residential,osm
Kristal Olivine,landuse:residential,osm
Nandi Sunshine Layout,landuse:residential,osm
Epsilon,landuse:residential,osm
1st A Cross Road,highway:unclassified,osm
Adithi Arcade,landuse:residential,osm
Radiant Jasmine Gardens,landuse:residential,osm
71 A Cross Road,highway:residential,osm
57th D cross road,highway:residential,osm
57th Cross Road,highway:residential,osm
57th C Cross Road,highway:residential,osm
56th Cross Road,highway:residential,osm
55th Cross Road,highway:residential,osm
54th Cross Road,highway:residential,osm
53rd Cross Road,highway:residential,osm
57th A Cross Road,highway:residential,osm
57th B Cross Road,highway:residential,osm
"57th Cross, 4th Block",highway:residential,osm
46th A Cross Road,highway:residential,osm
"43rd Cross Road, 1st Block",highway:residential,osm
36th Cross Road,highway:tertiary,osm
Supreme Residency Layout,landuse:residential,osm
Sampigehalli Road,highway:tertiary,osm
Spectra Raaya,landuse:residential,osm
Siddapura Lake Road,highway:residential,osm
18th Main Road,highway:secondary,osm
Ebenezer Garden,highway:residential,osm
Esther Defence Avenue,highway:residential,osm
Golden Palms Road,highway:tertiary,osm
Dhruva Apartments,landuse:residential,osm
Ashwini Heights,landuse:residential,osm
Vars Ferndale,landuse:residential,osm
9th B Cross Road,highway:living_street,osm
Gitanjali Apartments,landuse:residential,osm
Saint Anns Church Road,highway:residential,osm
Durga Petals Road,highway:residential,osm
Cantonment Station Road,highway:primary,osm
Tulsipura Main Road,highway:tertiary,osm
Brigade Metro Road,highway:residential,osm
Reddy Lane,highway:residential,osm
Builders Apartments,landuse:residential,osm
Devaraj Mudaliar Street,highway:residential,osm
Ashok Nagar Road,highway:residential,osm
Ejipura Main Road,highway:secondary,osm
13th A Cross,highway:residential,osm
Walking path,highway:footway,osm
Kanteerava Studio Main Road,highway:secondary,osm
Brigade Northridge,landuse:residential,osm
Purva Highland Driveway,highway:residential,osm
Link to AL,highway:residential,osm
Vaibhava Sumukha Enclave Phase 2,highway:tertiary,osm
16th B Cross Road,highway:secondary,osm
New road,highway:residential,osm
Lake Side Walk,highway:footway,osm
Lake side walk,highway:footway,osm
Charitha Green Woods,landuse:residential,osm
Sunny Brooks,place:neighbourhood,osm
Vars Notting Hill,landuse:residential,osm
Pearl Tuscany Apartments,landuse:residential,osm
Akruthi Silverline,landuse:residential,osm
KHB Platinum Apartments,landuse:residential,osm
Swamy Vivekananda Road,highway:trunk,osm
Shanthi Road,highway:residential,osm
Subramaniapura Main Road,highway:secondary,osm
Jyoti Enclave,landuse:residential,osm
Ashish JK,landuse:residential,osm
Sonesta Meadows,landuse:residential,osm
KHB Junction Underpass,highway:primary,osm
Rainbow Layout,landuse:residential,osm
Prestige Glenmorgan,landuse:residential,osm
Prestige Mayberry Road,highway:residential,osm
DNR Atmoshphere,landuse:residential,osm
Walking Path,highway:footway,osm
Dickenson Road,highway:tertiary,osm
Halasuru Road,highway:tertiary,osm
Bazaar Road,highway:tertiary,osm
Abhigna Misty Woods,landuse:residential,osm
D Mudaliar Street,highway:residential,osm
R K Mutt Road,highway:residential,osm
New MICO Link Road,highway:tertiary,osm
Prestige Tech Vista,landuse:residential,osm
4th Cross KV Layout,highway:residential,osm
Walking Trail,highway:footway,osm
Sumadhura Silver Ripples,landuse:residential,osm
Shilpitha Sunflower,landuse:residential,osm
Puttalingaiah Road,highway:secondary,osm
Thambuchettypalya Main Road,highway:construction,osm
Dr. Rajkumar Road Underpass,highway:secondary,osm
1st Avenue,highway:residential,osm
BMRCL Quarters,landuse:residential,osm
4th Cross road,highway:secondary,osm
RT Nagar Main Road,highway:secondary,osm
Dattatreya Temple Street,highway:residential,osm
Dattatreya Temple Street,highway:tertiary,osm
Borewell Colony,highway:residential,osm
Ramanashree California Avenue,highway:residential,osm
Dillenia Street,highway:residential,osm
Mahogani Street,highway:residential,osm
Peak Street,highway:residential,osm
Venkatappa Reddy Street,highway:residential,osm
Cassia Street,highway:residential,osm
19th Cross Road,highway:unclassified,osm
Manavarthi Thotta,highway:residential,osm
Sri Muneshwara & Sri Chowdeshwari Temple Road,highway:residential,osm
6th A Cross Road,highway:living_street,osm
MM Street,highway:residential,osm
SMR Street,highway:residential,osm
MCR Street,highway:residential,osm
Peepal Tree Road,highway:residential,osm
TGR Street,highway:residential,osm
Balaji Enclave Rd,highway:residential,osm
Yelahanka Lake Trail,highway:path,osm
5th Main Road,highway:service,osm
Papanna Layout,highway:residential,osm
3 Ath B Main Road,highway:residential,osm
Vinayakanagar 8th Main Road,highway:residential,osm
Shiva Temple Road,highway:residential,osm
Bande Road,highway:residential,osm
Grave Yard Road,highway:residential,osm
Sapthagiri Layout Road,highway:residential,osm
Bhartiya City Back Gate Road,highway:residential,osm
Thirumenahalli Main Road,highway:residential,osm
Prakruthi Nagar Road,highway:residential,osm
Amruthahalli Main Road,highway:residential,osm
Kothanur Main Road,highway:secondary,osm
Gunjur Hosahalli Road,highway:tertiary,osm
Thanisandra Main Road Railway Underpass,highway:primary,osm
Brigade Altamont,landuse:residential,osm
Diamond Street,highway:residential,osm
Naipunya Layout Main Road,highway:residential,osm
Bhuvana Greens,landuse:residential,osm
Oceanus Vista,landuse:residential,osm
Fire Emergency Road,highway:service,osm
HM Symphony,landuse:residential,osm
Purva Whitehall,landuse:residential,osm
Brigade Cosmopolis,landuse:residential,osm
Chaithanya Sharan,landuse:residential,osm
Duo City layout,landuse:residential,osm
KPR Elite,landuse:residential,osm
Ananthapura / Attur Lake Trial,highway:path,osm
Attur lake trail,highway:path,osm
Vydehi Hospital Road,highway:tertiary,osm
Silkboard Double Decker Flyover,highway:primary,osm
Marenahalli Road,highway:tertiary,osm
Street,highway:residential,osm
Ezzy Corinth,landuse:residential,osm
Arge Helios,landuse:residential,osm
Keerti Challet Apartment,landuse:residential,osm
Sultan Road,highway:secondary,osm
Doctor's colony,highway:residential,osm
Pavani Sarovar,landuse:residential,osm
SBB Touchstone,landuse:residential,osm
"1st Main, 4th Block, Ayyappanagar",highway:residential,osm
Good Hope Street,highway:residential,osm
Good hope Street,highway:residential,osm
PSN Podium walkway,highway:service,osm
Chord Road Service Road,highway:tertiary,osm
Patanagere Main Road,highway:tertiary,osm
RV Univ Road,highway:service,osm
Surya Kiran & Chandra Kiran Apartments,landuse:residential,osm
Prestige Deja Vu,landuse:residential,osm
Sahakar Nagar Railway Underpass,highway:tertiary,osm
Chowriappa Constellation,landuse:residential,osm
1 (R),highway:residential,osm
1 (L),highway:residential,osm
Prima Hi-Life,landuse:residential,osm
Post Office Road,highway:residential,osm
Bellandur Main Road,highway:tertiary,osm
Total Environment - Raindrops Keep Falling on My Head,landuse:residential,osm
TMN Street,highway:residential,osm
Kranthikavi Sarvagnya Road,highway:tertiary,osm
59th Cross Road,highway:residential,osm
Little Elly School Road,highway:residential,osm
Gurumurthy Swamy Temple Road,highway:tertiary,osm
6th Main Road,highway:steps,osm
E A Cross Road,highway:residential,osm
14th D Cross Road,highway:residential,osm
Mahaveer Woods Road,highway:residential,osm
22B Main Road,highway:residential,osm
4B Cross Road,highway:residential,osm
Sri Nivagalu Main Road,highway:residential,osm
100 feet Road,highway:primary,osm
Dr. Rajkumar Road,highway:secondary_link,osm
Mantri Webcity,landuse:residential,osm
The Wisdom Tree Community,landuse:residential,osm
Yemalur Main Road,highway:tertiary,osm
6th Cross Road,highway:living_street,osm
10th Main Road,highway:living_street,osm
2nd A Main road,highway:residential,osm
Hidyath Nagar Road,highway:residential,osm
Geetha Flourmill Road,highway:residential,osm
Lakshmi Narayana Temple Road,highway:tertiary,osm
4th A Cross Road,highway:tertiary,osm
Manjunadha Layout Main Road,highway:tertiary,osm
Annaiah Reddy Street,highway:service,osm
Monarch Serenity,landuse:residential,osm
Rifco Aruna Apartments,landuse:residential,osm
7th Cross Roas,highway:residential,osm
Sharadadevi Road,highway:residential,osm
Bull Temple Cross Road,highway:residential,osm
Maternity Hospital Backside Road,highway:residential,osm
Saint Peter Street,highway:residential,osm
Saint James Church Road,highway:residential,osm
BPS Walk path,highway:footway,osm
Vinayaka Street,highway:residential,osm
R.H.B. Colony 2nd Cross Road,highway:residential,osm
R.H.B. Colony 7th Cross Road,highway:residential,osm
R.H.B. Colony 6th Cross Road,highway:residential,osm
"3rd Cross, Rajarajeshwari Nagar",highway:residential,osm
"2nd Cross Road, Bethelnagar",highway:residential,osm
"2 A Main, Bethelnagar",highway:residential,osm
2nd Block Road,highway:residential,osm
Shanthi Layout Main road,highway:residential,osm
"1st A Main, 20th D Cross",highway:residential,osm
8th G street,highway:residential,osm
Lalbagh Fort Road,highway:residential,osm
Poorvanjaneya Swamy Temple Road,highway:residential,osm
7B Main,highway:residential,osm
80 feet road,highway:tertiary,osm
D Main Road,highway:residential,osm
C Main Road,highway:residential,osm
A Main Road,highway:residential,osm
Krishna Kuteer White House Phase 2,landuse:residential,osm
2E Cross Road,highway:residential,osm
Susheela Road,highway:residential,osm
37th Main Road,highway:residential,osm
Sarakki Village Road,highway:tertiary,osm
Karle Zenith Residency Road,highway:service,osm
9th E Cross Road,highway:residential,osm
32nd C Main Road,highway:residential,osm
32nd A Main Road,highway:residential,osm
South End E Cross,highway:residential,osm
13th Cross Road,highway:secondary,osm
F Cross Road,highway:residential,osm
19th C Main Road,highway:residential,osm
8th Main Road Ta Ra SubbaRao Road,highway:residential,osm
5th Main road,highway:residential,osm
Viswesvariah Road,highway:residential,osm
Royal Placid Phase 1,landuse:residential,osm
Sai Poorna Premier,landuse:residential,osm
ND Elite,landuse:residential,osm
RDB Stillwaters,landuse:residential,osm
5th A Avenue,highway:residential,osm
Rajmahal School Road,highway:residential,osm
2nd Cross Road,highway:primary_link,osm
Sriniivagalu Main Road,highway:residential,osm
Manyata Residency,landuse:residential,osm
Joint Road 16th & 17th cross,highway:residential,osm
1A Road,highway:residential,osm
Bagmane World Techpark Road,highway:unclassified,osm
St. Mark's Circle Plaza,highway:pedestrian,osm
Staff Quarters,landuse:residential,osm
Aeris Residency,landuse:residential,osm
Bosch Road,highway:service,osm
Mantri Elegance,landuse:residential,osm
Vajram Essenza,landuse:residential,osm
15th Cross Road,highway:secondary,osm
Zonasha Elegance,landuse:residential,osm
Fern's Residency,landuse:residential,osm
SMR Galaxy,landuse:residential,osm
"1st Cross, Krishna Nagar",highway:residential,osm
1st Main Road,highway:path,osm
Prestige Hermitage,landuse:residential,osm
3rd B Cross Versova Layout,highway:residential,osm
Green Garden Layout,landuse:residential,osm
Kunte Road,highway:residential,osm
Greystone Mirror On Water,landuse:residential,osm
Ozone Evengreen Internal Road,highway:residential,osm
